,Unnamed: 0,name,city,phone-number,date,ssn,id,height,weight,age,drinks,smokes,bp-systolic,bp-diast,tumor_size,temperature,stage,drug,double_lung_infection,fup
247,247,Anthony Gardner,Cedar Knolls,359-674-2134,2000-02-16,712-94-3026,1018752333,7.33,19.09,11,0,1,88,141,5,95,2,Kras_5,1,1
248,248,Joseph Johnson,Lawrence Park,815-064-5889,2017-12-08,655-12-9668,7181508530,4.23,3.7,23,0,1,24,148,4,96,2,DXC_Oral,1,1
249,249,Edward Hammond,Theta,109-461-1836,1982-10-22,645-59-1873,2235682719,5.88,35.82,51,1,0,61,152,1,97,2,DXC_Drug,0,1
250,250,Thomas Rodriguez,Santaquin,652-398-8677,1995-09-07,445-98-4764,6715037148,4.15,68.64,53,0,1,79,132,2,98,2,Xaretzi,1,1
251,251,Erica Mccann,Semmes,935-779-8573,1982-10-13,343-88-4141,8454478382,5.05,34.79,25,1,0,90,165,6,99,1,DXC_Drug,1,1
252,252,Keith Strickland,South Corning,759-891-1686,2019-11-25,387-14-9147,6528442669,4.5,81.18,37,1,0,28,145,5,97,3,Xaretzi,0,1
253,253,Carlos Obrien,Oilmont,638-511-7283,2021-07-19,031-94-5866,6040132644,5.65,22.16,33,1,1,21,116,3,99,3,Xaretzi,1,1
254,254,Eric Terry,Randalia,296-997-7860,1972-07-19,677-14-1414,3147418476,7.17,74.84,18,1,0,50,151,6,98,2,ADE_2.5,1,1
255,255,Heather Roberts,Mina,879-593-1008,1986-03-15,226-48-2562,5499336917,7.16,8.21,78,1,1,23,112,5,95,3,Kras,0,1
256,256,Ryan Donovan,Roselle,134-141-1417,2019-01-10,404-90-6445,3034713948,6.96,114.63,50,0,1,79,130,3,98,1,Imfinzi,0,1
257,257,Caleb Perkins MD,Gravity,465-286-7286,1970-09-30,668-15-4186,1724313645,4.31,21.36,77,1,1,97,177,5,94,2,Imfinzi,0,1
258,258,Christina Burch,Poca,456-388-0400,2020-11-16,799-93-3497,4728519010,7.83,68.87,68,0,0,65,121,1,97,1,Xaretzi,0,1
259,259,Stephanie Harris,Black Gap,544-115-9742,1999-02-22,655-09-1776,1346003791,5.73,25.43,70,0,0,71,181,5,99,1,DXC_Oral,1,1
260,260,Mr. James Stewart,Stillwater,639-334-3248,1988-12-12,028-46-3391,5379633142,4.76,100.65,71,1,1,32,136,1,95,3,Xaretzi,1,1
261,261,Tracy Cardenas,Searingtown,166-943-0721,2003-11-02,045-64-5427,2781081809,4.03,36.45,56,1,0,30,140,6,98,3,Kras_5,1,1
262,262,Scott Webb,Glen Elder,138-830-4653,2011-05-02,101-04-1708,4358915657,4.48,78.57,41,1,0,43,163,2,99,1,Imfinzi,0,1
263,263,Shaun Jacobs,Lobeco,258-307-3905,2004-10-29,793-51-3025,6430996206,7.67,34.99,55,1,1,59,165,2,96,1,Kras,0,1
264,264,David Smith,Ponchatoula,564-975-0915,1978-11-14,858-90-6668,9082802220,5.21,119.52,54,0,0,75,194,3,94,2,ADE_2.5,0,1
265,265,Mr. Mark Khan,West Newton,226-395-1247,1970-04-03,267-44-4144,1852287897,5.39,74.93,26,1,0,95,125,5,96,1,Kras_5,0,1
266,266,Danielle Jackson,Lorimor,460-758-8196,1982-10-04,321-78-0054,6241384487,7.85,3.8,54,0,1,93,198,4,95,3,Kras,0,1
267,267,Caitlin Dawson,Glenallen,603-941-3680,2000-06-26,342-72-4851,3953427360,4.65,42.69,60,0,0,84,139,4,96,1,DXC_Oral,0,1
268,268,William Robertson DVM,Granton,177-759-9071,1993-06-22,066-24-2348,1808837379,6.77,40.93,37,0,1,64,167,4,94,3,DXC_Oral,1,1
269,269,Mr. Martin May,Reardan,753-419-6152,1979-08-18,311-05-6170,9159807019,7.53,34.6,58,1,1,94,196,2,98,1,DXC_Oral,0,1
270,270,Lydia Contreras,Orchard Beach,940-941-0499,2013-11-25,657-22-1143,2928694574,7.15,99.95,62,1,0,96,177,2,96,2,DXC_Drug,0,1
271,271,Barbara Johns MD,Adelaide,599-821-5522,1974-12-22,702-32-7187,749619092,5.54,88.82,41,0,1,76,144,3,94,2,Xaretzi,1,1
272,272,Sarah Klein,Millwood,864-799-5853,1985-07-15,054-39-2308,6086098239,5.06,100.5,63,1,1,40,129,6,99,3,DXC_Oral,1,1
273,273,Laura Jones,Pettus,622-043-1900,2015-07-30,611-42-9601,9862638182,6.16,51.97,22,0,1,89,193,6,98,2,Imfinzi,1,1
274,274,Rebekah Jones,Rockcreek,633-757-0637,1989-09-16,002-66-9447,9034523980,4.97,52.4,61,1,0,97,137,6,99,2,Imfinzi,1,1
275,275,Jessica Clarke,Sonnette,339-709-8779,2007-07-21,227-05-8417,9591483950,4.71,12.98,56,1,0,53,186,4,95,3,Kras_5,0,1
276,276,Kristin Lewis,Moose Lake,227-154-6170,1972-08-07,249-07-9146,2185718927,7.81,82.07,33,1,0,98,126,5,97,1,Kras_5,0,1
277,277,Matthew Scott,Waldo,176-667-1494,1973-04-23,808-56-8920,343363895,7.35,46.82,68,0,1,33,169,6,99,2,DXC_Oral,1,1
278,278,Shannon Russo,Redding,511-147-8800,2018-04-16,541-53-1244,269944681,4.54,3.68,62,1,0,94,115,1,97,1,ADE_2.5,1,1
279,279,Matthew Martinez,Fort Bridger,348-245-3310,1998-10-21,801-55-7226,2420640346,5.87,92.07,59,1,0,26,127,5,97,3,Kras_5,1,1
280,280,Krystal Patton,Dundee,658-517-4427,2021-09-11,512-38-0333,8153326331,5.64,87.33,13,0,0,65,114,5,95,1,ADE_2.5,0,1
281,281,Ronald Melendez,Bull Creek,396-123-5570,2020-11-23,341-52-3374,9012871164,5.21,26.07,39,1,1,50,166,1,97,3,Kras_5,0,1
282,282,Brittany Ferguson,Millbrook,349-764-3053,1985-01-23,856-07-5007,9779386237,7.0,86.44,23,1,0,97,190,3,97,2,ADE_2.5,1,1
283,283,Kevin Sutton,Slaterville Springs,434-622-5300,1972-04-11,134-76-4109,3504456475,6.93,18.75,20,0,1,68,187,4,99,1,DXC_Drug,1,1
284,284,Alexis Morris,Fairbank,124-420-0419,1985-10-25,368-19-5156,4816206591,7.28,76.15,46,0,0,24,184,3,96,3,Kras_5,0,1
285,285,Richard Sims,Stanberry,353-684-0525,1974-04-23,779-90-0244,3011533001,5.24,112.5,14,0,0,22,163,1,98,2,DXC_Oral,1,1
286,286,Albert Alvarado,Timberlake,929-154-2185,2012-01-20,875-71-6276,8340881485,5.52,43.34,19,1,1,46,120,2,95,3,Kras,0,1
287,287,Amber Allison,Leucadia,977-669-2341,2010-03-12,506-54-8457,7041240908,6.58,43.95,13,1,0,98,197,1,95,2,Imfinzi,0,1
288,288,Eric Chen,Gages Lake,961-863-5286,2006-05-16,188-04-1225,9227849016,5.91,24.52,24,1,0,39,168,5,99,3,DXC_Oral,1,1
289,289,Regina Myers,Ballard,123-062-5967,2013-09-04,404-04-4186,8356704967,6.61,49.77,38,1,1,72,140,4,95,2,DXC_Oral,1,1
290,290,Alex Wood,Culleoka,637-041-3645,1985-08-11,490-50-7956,9411809625,5.76,5.5,46,1,0,21,181,5,99,3,DXC_Oral,0,1
291,291,Melissa Velasquez,Haskell,281-529-3820,1983-02-03,132-01-0290,238101488,5.09,48.47,53,0,1,88,182,4,94,2,Kras_5,0,1
292,292,Michelle Dalton,Highview,833-702-3093,2006-09-25,578-06-1076,299739463,6.33,44.5,18,0,0,32,188,2,98,2,DXC_Oral,1,1
293,293,Kimberly Burke,Kingsdown,190-127-2906,1974-04-24,815-95-0095,6456326930,4.87,89.5,13,0,0,33,195,4,98,3,DXC_Oral,0,1
294,294,Heather Walker,Island Park,752-468-2145,2015-12-24,277-19-8089,4654125632,5.39,63.6,59,0,1,23,167,6,99,3,ADE_2.5,0,1
295,295,Leslie Allen,Tiplersville,527-150-9038,2018-08-02,386-97-6498,6564776089,4.08,21.52,55,1,0,32,172,1,96,1,Imfinzi,1,1
296,296,Ashley Martinez,Naperville,636-727-8653,2006-12-14,849-54-6101,3188445213,7.26,17.1,11,1,0,69,115,6,99,2,Kras,1,1
297,297,Paula Walker DVM,Venice,332-624-5271,1992-11-21,371-48-2924,626489314,6.56,54.05,53,0,0,24,172,4,94,3,Kras,1,1
298,298,James Drake,Camdenton,462-637-0544,2019-10-15,004-05-0798,9495846455,6.27,27.39,11,0,1,55,163,4,98,1,Xaretzi,1,1
299,299,Jeffrey Kramer,Los Alamitos,442-474-0361,1971-11-28,612-48-0398,3744131304,7.43,113.77,64,1,0,46,133,4,95,3,Kras_5,0,1
300,300,Megan Bryan,Batchtown,400-262-8520,1975-03-28,671-97-5216,4109597650,5.63,119.35,38,0,1,45,134,6,96,3,Kras_5,0,1
301,301,Terri Hughes,Avoca,811-605-4079,2001-05-25,180-72-5508,4695857617,5.33,85.34,76,0,1,33,181,5,96,3,ADE_2.5,0,1
302,302,Evan Stanley,Swan Valley,453-503-2776,2008-01-30,351-97-4254,6180540799,4.39,117.07,26,1,0,92,130,3,97,1,DXC_Oral,0,1
303,303,Jacqueline Vaughn,Bond,385-054-8062,2020-05-20,367-20-7123,4253614432,5.94,116.86,56,1,1,51,178,5,99,2,Xaretzi,0,1
304,304,Erin Nelson,Rogue River,134-200-2507,2003-09-30,411-99-1564,222132539,7.78,94.64,32,1,0,68,192,3,94,3,DXC_Oral,0,1
305,305,Brandon Coleman,Mackeys,865-704-0133,1992-12-02,411-23-8529,7452113839,5.67,116.12,13,0,0,34,129,3,95,2,DXC_Drug,1,1
306,306,Jessica Armstrong,New Cumberland,450-822-8596,2011-01-05,285-45-3263,6461116314,7.42,46.69,63,1,1,39,181,3,94,3,Kras,1,1
307,307,Jacqueline Moreno,Noyack,121-162-9964,1976-02-05,554-27-3923,7608060062,5.58,39.21,76,1,1,95,123,4,99,3,Imfinzi,0,1
308,308,Judith Mahoney,Dixmoor,157-068-3503,1986-08-09,301-98-9327,2849756435,5.37,4.75,29,1,1,89,176,3,95,2,Imfinzi,0,1
309,309,Tammy Clark,Vero Beach,658-716-1071,1989-12-21,149-06-5464,9705956862,5.47,69.3,21,1,0,67,123,4,97,1,DXC_Drug,1,1
310,310,Jasmine Cline,Kewa,101-044-7779,2007-11-05,876-61-9709,9874742551,4.53,102.74,15,1,1,59,169,4,98,3,DXC_Drug,1,1
311,311,Andrea Reed,Meinhard,202-593-2368,1982-12-03,408-32-3259,4138882485,7.39,119.47,28,1,0,41,193,2,99,1,DXC_Drug,1,1
312,312,Margaret Ortiz,Rolling Hills,901-145-8832,2007-03-23,273-48-9325,3972764845,5.01,47.42,56,1,0,23,127,3,99,1,DXC_Oral,0,1
313,313,William Allen,New Albany,239-643-8035,1981-02-21,131-32-1997,3331479662,5.31,47.28,23,0,0,54,155,2,95,1,DXC_Oral,1,1
314,314,Steven Mitchell,Au Gres,384-658-4377,2001-07-11,071-65-9578,8746882951,7.89,39.96,51,1,1,98,125,3,98,1,DXC_Oral,0,1
315,315,Jill Brown,Ona,553-325-8331,1989-11-10,229-16-7869,7761573534,4.02,86.92,16,0,0,90,198,3,98,3,ADE_2.5,1,1
316,316,Mackenzie Patton MD,Rollinsville,636-715-1194,1972-02-02,763-68-9761,4951957940,6.78,4.94,17,0,0,30,146,3,99,2,Imfinzi,0,1
317,317,Dr. Cory Gonzalez,Bethany Beach,645-817-8099,2008-12-30,664-96-6668,9603593233,4.47,18.8,54,1,0,61,179,5,98,1,DXC_Oral,0,1
318,318,Tanya Morse,Homeland,330-438-3846,2003-01-07,358-54-3221,1442588244,7.48,94.4,46,1,0,62,121,1,95,1,Kras,1,1
319,319,Brittany Miller,Brookland Terrace,444-317-1108,1986-03-09,193-98-5858,8974799411,7.26,16.79,55,0,0,50,146,2,94,3,DXC_Drug,0,1
320,320,Sarah Smith,North Glen Ellyn,396-912-2027,1982-09-14,310-28-4707,8824803629,5.59,76.54,22,0,1,84,168,4,94,2,Xaretzi,0,1
321,321,Jason Brown,Kaluaaha,668-083-7193,1972-09-23,626-22-2584,2318691474,6.58,44.38,25,0,0,83,162,4,95,3,Kras,1,1
322,322,Wayne Hardy,Edwards,729-613-2833,2014-02-25,213-03-1506,6545017267,7.41,88.61,77,1,1,29,134,5,97,2,Kras,1,1
323,323,Vanessa Mcfarland,Neilton,410-275-2899,1972-05-26,144-92-9203,1396179607,6.78,73.74,65,0,0,95,135,1,94,1,Xaretzi,1,1
324,324,Joseph Fuentes,Sinton,414-014-3296,1997-09-05,602-49-7666,9907839983,6.32,69.49,32,1,0,45,189,2,99,1,Imfinzi,0,1
325,325,Debra Yoder,Saunders,119-399-0153,2008-12-11,232-87-2689,5910949812,5.43,77.08,12,0,1,41,124,2,94,1,DXC_Drug,0,1
326,326,Christopher Alvarado Jr.,Orchard,341-325-3417,1989-03-05,322-84-1756,4738303736,5.52,49.64,73,0,1,40,139,4,95,3,ADE_2.5,0,1
327,327,Becky Hicks DDS,Osyka,109-478-2000,1981-05-31,869-99-3670,3308045756,5.97,25.53,62,0,0,51,164,1,94,1,Kras,0,1
328,328,Paul Bailey,Saks,364-818-2746,2010-07-19,006-13-3621,5286456713,7.87,101.82,19,0,1,58,135,3,99,3,DXC_Drug,0,1
329,329,Gary Hamilton,Saint Regis Park,872-784-6856,1992-08-16,122-25-5159,2806113561,7.34,100.2,52,1,1,87,188,4,97,3,Kras,1,1
330,330,Kyle Ewing,Glassmanor,524-052-2371,1989-02-28,812-12-6676,3825480255,7.78,93.99,39,0,0,81,114,2,98,3,DXC_Oral,1,1
331,331,David Clements,West Pensacola,115-121-8633,1991-09-17,078-12-6238,5927135901,4.56,61.98,54,1,0,78,182,6,98,1,DXC_Drug,0,1
332,332,Carrie Lucas,Powhattan,741-000-3609,1984-02-12,135-34-3889,5133996106,5.63,5.82,42,0,0,28,111,6,95,1,Xaretzi,1,1
333,333,John Hernandez,Solana,555-448-4126,2002-02-12,185-19-2753,4503320513,4.14,17.87,59,1,0,28,176,4,98,3,Kras,0,1
334,334,Jon Pierce,New Hampton,120-350-5470,1988-03-27,679-31-7948,8761329474,4.6,4.96,43,0,1,36,149,3,95,1,Imfinzi,0,1
335,335,Gerald Prince,Fairwater,750-262-4270,2013-06-14,853-55-7630,8172300391,7.1,37.99,24,0,0,81,156,6,99,2,Kras_5,1,1
336,336,Sarah Colon,Pedro,186-905-8367,1978-09-17,429-25-2903,9804689207,7.29,48.0,16,0,1,31,176,3,98,1,ADE_2.5,0,1
337,337,Joseph Gonzalez,Shelbina,330-787-8998,1998-02-28,796-46-2245,5309042794,6.59,21.04,60,1,0,90,165,1,95,2,ADE_2.5,1,1
338,338,Toni Johnson,Elk Falls,365-858-2772,2017-09-21,483-86-3684,1131137629,5.36,107.47,63,0,0,40,169,2,95,2,Kras,0,1
339,339,Jacob Ortiz,Whiteclay,599-531-0114,2007-03-19,466-56-2586,1575716599,7.02,102.81,21,0,1,38,193,4,99,2,Xaretzi,1,1
340,340,Robert Hayden,Banning,717-944-2741,1980-08-05,812-64-8031,7623405048,6.61,38.67,30,0,1,51,114,4,94,3,Imfinzi,1,1
341,341,Eric Smith,Yardville,401-567-1742,2010-08-13,697-84-8156,832294949,4.35,70.17,40,0,1,68,164,1,94,1,ADE_2.5,0,1
342,342,William Gross,Bairoil,503-773-9506,1987-04-06,185-58-6852,883997265,5.91,105.75,48,0,1,79,131,2,95,2,DXC_Oral,1,1
343,343,Joshua Bradley,Middlebury,786-350-5311,2000-04-27,637-69-3757,3594368641,4.22,119.55,12,0,1,78,150,2,95,1,DXC_Drug,0,1
344,344,Morgan Obrien,Dayton Lakes,245-641-0133,1989-11-15,156-18-0700,1015511207,6.31,16.13,19,0,0,62,150,1,95,2,Xaretzi,1,1
345,345,Michael Johnson,Stockertown,285-714-1142,1996-04-03,035-77-3793,7753237102,7.57,10.3,50,0,0,49,147,2,94,3,ADE_2.5,0,1
346,346,Aaron Gallagher,Arnold Mill,748-686-9147,1985-05-23,099-97-7927,4180644808,6.72,106.62,63,1,0,38,118,6,95,1,Kras_5,0,1
347,347,Alicia Jones,Alburnett,958-191-8005,1989-09-17,441-10-5565,7121429910,4.54,68.54,67,0,0,95,189,4,96,3,DXC_Drug,0,1
348,348,Jeffrey King,Mary Esther,689-205-3279,1998-02-25,552-83-0989,8429718798,5.77,31.27,60,0,1,24,114,2,97,1,DXC_Drug,1,1
349,349,Michelle Garcia,Flowing Wells,442-893-7532,1975-07-30,862-49-1375,7965014108,4.62,80.02,12,0,1,64,178,1,94,3,ADE_2.5,1,1
350,350,Wyatt Patterson,Bellechester,841-634-3198,2011-01-19,429-33-0569,9478261126,7.99,98.86,64,1,1,82,199,2,95,3,Kras_5,0,1
351,351,Nicole Wilson,Leipers Fork,857-391-2486,1979-02-24,461-17-7465,5079328402,4.49,50.94,27,0,1,48,121,2,97,3,Imfinzi,0,1
352,352,Roger Anderson,Rimforest,762-507-9471,2015-01-14,649-92-7980,1258095125,5.05,29.73,19,1,1,85,136,4,99,2,DXC_Drug,0,1
353,353,Michael Nelson,Corte Madera,619-400-7974,2021-08-29,875-93-0488,1580195631,5.93,35.24,46,1,1,24,187,6,95,2,Kras,1,1
354,354,Sarah Smith,Moddersville,295-755-6779,2006-09-03,293-41-0379,8824803629,4.59,55.2,26,0,0,45,116,5,96,1,ADE_2.5,0,1
355,355,John Moreno,American Canyon,228-020-4656,1984-03-06,677-20-5638,2766242901,6.3,75.24,11,1,0,42,130,6,99,1,Kras,1,1
356,356,Joshua Alexander,Ridgefield,405-818-4306,2006-11-26,689-32-9921,500684099,4.0,7.65,58,0,0,76,177,5,99,2,Imfinzi,0,1
357,357,Jennifer Anderson,Laguna Hills,582-019-1949,1991-11-28,614-76-1717,1901092818,6.78,40.46,76,1,0,50,189,3,99,1,Xaretzi,1,1
358,358,Katherine Scott,Holly Beach,345-940-3165,1973-01-29,558-27-9728,1629001369,6.3,107.88,45,1,1,91,173,5,99,2,ADE_2.5,0,1
359,359,Michael Matthews,Benndale,212-836-1632,1984-05-31,335-47-5754,4162846622,6.4,91.28,70,1,0,32,191,4,96,1,ADE_2.5,1,1
360,360,Zachary Benjamin,Garlin,620-322-0243,2005-09-13,002-01-6931,4620293810,4.67,110.08,24,0,0,50,152,4,98,3,Imfinzi,1,1
361,361,Isaiah Medina,Vienna,766-854-5541,1975-06-01,105-97-4889,601054867,5.45,4.29,13,0,1,39,141,2,99,1,Kras,1,1
362,362,Tyler Jones,Skedee,346-176-6340,1984-02-17,709-26-7931,7321428705,5.27,16.7,14,0,1,20,163,3,94,3,Xaretzi,0,1
363,363,Tammy Mills,Bon Homme Colony,935-407-3974,2005-08-29,676-13-4198,6412357792,4.0,85.64,62,1,0,66,154,4,95,3,Imfinzi,1,1
364,364,Kayla Freeman,Ney,818-791-4929,2013-07-27,682-54-4191,3031691746,7.31,106.59,29,0,1,41,134,1,95,2,DXC_Drug,0,1
365,365,Gavin Daniels,Lebanon Junction,555-745-6443,1991-01-11,041-58-4827,440582591,6.82,44.64,71,1,0,29,186,3,99,3,Imfinzi,1,1
366,366,Mark Reese,Saragosa,609-352-0411,1988-11-02,169-45-9393,3262462467,6.74,109.05,56,1,1,72,167,6,94,3,DXC_Oral,1,1
367,367,Mary Alexander,Orchard Lake Village,465-792-0556,1998-08-05,410-99-2562,7439502308,5.36,90.11,69,1,0,58,196,5,99,3,Kras,1,1
368,368,Jennifer Austin,Sunman,926-910-6003,2006-05-25,762-24-3184,7445509876,5.71,81.32,13,0,1,65,189,1,97,3,Kras,0,1
369,369,Kelly Robertson,Chelatchie,528-538-6905,1980-10-02,681-33-6478,4158426160,7.21,27.78,66,0,0,82,167,2,97,1,ADE_2.5,0,1
370,370,Rachel Weaver,Bolckow,373-317-7312,2015-01-20,784-93-9139,7216503342,7.85,10.33,21,0,1,39,196,2,98,1,DXC_Oral,1,1
371,371,Justin Mclean,Blackwell,758-530-5534,2009-11-29,842-51-4982,3153124424,6.46,23.21,52,1,0,56,188,2,95,2,ADE_2.5,0,1
372,372,Tyler Thompson,Beloit,318-916-1741,1982-05-10,317-19-6661,5459849570,5.64,7.6,14,1,0,39,134,1,97,2,Xaretzi,1,1
373,373,Mary Garcia,Van Tassell,662-314-8426,1988-12-30,381-65-2535,6933625281,5.88,41.39,14,1,1,33,151,1,98,2,ADE_2.5,1,1
374,374,Jacob Robles,Lockwood,273-540-3475,2005-08-12,234-44-4091,9724600664,6.34,17.6,71,0,0,34,134,2,96,2,Imfinzi,1,1
375,375,Joseph Powell,Basin,510-953-2998,2003-04-08,112-42-5197,7765198780,6.14,78.83,56,1,1,52,143,2,98,2,DXC_Drug,0,1
376,376,John Hall,Bronaugh,344-938-4829,1979-11-22,392-78-3758,1203876846,4.6,89.4,16,0,0,25,185,1,98,3,Kras,0,1
377,377,Scott Myers,Ansonia,571-804-5691,2018-11-04,656-92-5978,1287157737,6.93,71.52,22,1,0,56,114,5,94,3,Imfinzi,1,1
378,378,Melissa Meza,Kingsland,569-584-0388,1995-09-18,038-75-3963,7330959661,7.57,90.67,47,1,0,94,194,6,98,3,Imfinzi,1,1
379,379,Scott Marks,Laney,161-291-9839,1988-10-14,836-96-2553,5574184578,6.94,6.82,32,1,1,26,146,1,94,3,Kras_5,0,1
380,380,Amanda Anderson,New Bethlehem,498-622-1068,1988-12-15,214-42-5564,4185859049,6.47,93.46,75,1,1,42,187,6,95,3,Imfinzi,1,1
381,381,Darin Perez,Heathcote,111-003-2747,2018-07-16,323-91-4429,7987161808,4.82,24.72,57,0,0,54,111,2,99,1,Kras_5,0,1
382,382,Lisa Taylor,Geronimo,150-214-5949,1975-07-01,430-63-5760,5019380064,5.46,15.48,20,0,0,54,163,3,95,1,ADE_2.5,0,1
383,383,Lauren Carey,Wilton Center,864-897-2550,2011-08-28,849-73-8228,2945660323,5.16,10.08,25,1,0,84,185,4,97,3,Imfinzi,1,1
384,384,Heather Shaw,Thornhill,231-057-9456,2014-05-25,184-35-8296,9091530997,5.4,37.5,40,0,0,42,174,1,99,3,Imfinzi,0,1
385,385,Samantha Peterson,Seagraves,405-266-2037,1985-01-06,837-88-2603,1837842297,5.79,28.67,53,0,0,81,187,3,99,2,Xaretzi,1,1
386,386,Kevin Collins,Fort Edward,152-897-5303,1990-01-22,326-55-5145,1564351167,6.57,78.11,49,0,1,77,192,1,95,1,DXC_Oral,1,1
387,387,Elizabeth Burton,Tremonton,326-560-9041,2000-09-22,439-62-1159,7187564770,4.83,31.2,32,0,0,50,182,2,99,3,ADE_2.5,1,1
388,388,Linda Norman MD,Cuprum,611-085-3220,1994-08-21,098-17-2022,5836194312,6.13,89.24,22,1,0,24,193,3,98,3,Xaretzi,0,1
389,389,Isaiah Tyler,Watts,878-100-4399,1970-11-12,431-13-6842,4421902105,4.04,18.47,43,1,0,84,138,5,94,1,Imfinzi,0,1
390,390,Paul Austin,Murphys Corner,791-811-6231,2020-11-26,812-63-5420,143290568,5.17,107.54,75,1,1,50,189,5,99,2,DXC_Drug,1,1
391,391,Patrick Dorsey,Machesney Park,963-537-5944,1972-10-28,623-11-7473,45901871,4.33,111.92,75,0,1,39,185,5,96,3,Xaretzi,0,1
392,392,Stephanie Murphy,Agate,601-369-7983,1993-01-26,390-41-5739,3954229433,7.56,73.13,33,0,1,84,181,4,94,3,DXC_Drug,1,1
393,393,Susan Figueroa,Stobo,495-094-3610,1975-06-10,699-89-0150,4727959905,6.54,13.79,18,0,1,23,129,1,99,2,Kras_5,0,1
394,394,Kimberly Pearson,Yarmouth,878-643-2525,1996-11-24,643-12-0382,9990949903,6.4,94.24,33,0,0,89,191,1,95,1,ADE_2.5,0,1
395,395,Crystal Hayes,South Russell,520-682-1280,2014-10-23,279-80-2578,3402327860,5.51,45.93,36,1,1,86,150,5,97,3,Xaretzi,1,1
396,396,Mrs. Katherine Rivers MD,Cobb,572-749-1041,2001-06-03,472-57-0099,8178682054,7.03,9.49,75,1,0,96,157,2,95,3,DXC_Oral,0,1
397,397,Travis Moore,Gansevoort,812-972-0655,1983-06-22,682-34-2540,6553421170,7.0,80.81,46,0,1,36,194,4,98,1,DXC_Oral,1,1
398,398,Steven Pratt,Delray,360-658-7378,2008-05-21,807-11-7588,9137156480,5.38,22.32,43,0,1,64,139,1,97,1,Kras_5,1,1
399,399,Barry Navarro,Freedhem,308-224-2943,1993-08-10,564-16-4233,8370737901,4.15,93.75,79,0,1,28,156,1,95,1,DXC_Drug,0,1
400,400,Kristin Lee,Monteagle,875-638-0584,1986-12-19,451-98-5301,878377762,7.48,70.92,60,0,1,26,122,3,98,1,Kras_5,0,1
401,401,Michael Cruz,Atalissa,813-344-2937,1984-10-06,231-16-0050,2412609212,4.23,41.22,15,1,0,38,149,2,99,3,DXC_Drug,1,1
402,402,Jacqueline Nelson,Hackettstown,465-378-6273,1985-07-29,561-78-2403,6677812921,6.53,46.8,22,0,1,73,186,6,98,1,DXC_Drug,0,1
403,403,Karen Shaw,Beechwood Trails,991-066-4103,2011-12-21,838-18-5967,7872730051,4.7,21.09,41,0,1,45,172,3,97,2,Imfinzi,0,1
404,404,Steven Schneider,Gillham,153-171-0258,1986-06-21,820-51-0690,8652895845,5.41,79.72,22,1,0,62,145,5,99,3,ADE_2.5,1,1
405,405,Breanna Norris,Slaughter,376-333-0092,2009-04-19,113-98-1346,6942379354,4.38,27.38,55,0,0,95,178,2,98,3,ADE_2.5,0,1
406,406,Laura Boone,Fairville,130-541-8281,1977-10-07,791-45-4709,5126793545,6.71,61.19,43,0,0,30,154,4,99,1,Xaretzi,0,1
407,407,David Williams,Sentinel Butte,924-322-6870,1981-07-24,462-24-3803,6583454281,6.05,68.17,24,0,1,30,138,3,94,1,ADE_2.5,0,1
408,408,Margaret Coleman,East Petersburg,222-444-2058,1983-09-21,131-45-0123,4864431002,4.2,73.57,51,1,1,40,142,3,97,3,DXC_Oral,0,1
409,409,Elizabeth Gibson,Greeleyville,174-131-7663,1994-05-09,034-47-8379,495366333,6.95,90.7,74,1,0,51,113,4,98,2,Xaretzi,1,1
410,410,Wayne Carrillo,Bayou Goula,494-168-9477,1993-08-15,369-20-8834,137277584,5.24,25.63,76,1,0,67,198,6,96,3,Xaretzi,0,1
411,411,Danielle Brown,Ludlow,841-983-3217,2017-01-31,447-36-8458,3586619535,5.92,59.44,37,0,0,73,154,2,98,3,DXC_Drug,0,1
412,412,Stephanie Pearson,Treasure Island,848-711-9210,2012-11-04,316-30-5725,6238353188,5.24,27.84,32,1,0,45,190,1,99,1,Xaretzi,0,1
413,413,Chelsea Moreno,Chesterland,684-144-2064,2012-12-11,007-17-9735,2908822326,5.68,62.76,55,1,1,57,111,1,99,3,Kras_5,1,1
414,414,Dave Wolfe,Hesperia,613-966-4419,1991-10-22,360-76-6763,7764202316,5.51,87.9,47,0,0,73,145,4,96,1,DXC_Oral,0,1
415,415,Zachary Davis,Dollar,365-434-1388,1987-05-20,021-71-6681,9652668783,5.43,88.6,73,1,0,82,148,1,97,3,Imfinzi,0,1
416,416,Angela Castaneda,Brusly,618-412-4827,1989-09-14,458-48-5041,3336022248,5.2,64.77,10,1,0,20,174,2,99,3,Imfinzi,0,1
417,417,Tara Palmer,Middlebrook,985-835-9236,2002-06-05,890-63-6563,7862215585,7.95,81.95,38,1,0,98,146,1,97,3,Xaretzi,1,1
418,418,Chad Hawkins,Joel,427-400-7291,1971-06-24,106-59-1646,7879440963,7.72,84.96,68,0,1,82,182,6,98,2,DXC_Drug,0,1
419,419,Louis Blake,Springside,586-089-0711,1992-02-14,689-32-8653,1288085022,4.65,37.55,78,1,1,76,145,2,94,3,Imfinzi,0,1
420,420,Jonathon Gonzalez,Chico,529-453-1744,1990-12-22,591-57-9689,7972535305,7.34,72.7,24,0,1,98,189,4,98,2,Kras_5,1,1
